Timestep,Traffic_Light_ID,State,Phase_Duration,Traffic_Light_1_2,Traffic_Light_3_4,Zebra_Crossing_Light
1022,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1023,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1023,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1024,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1024,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1025,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1025,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1026,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1026,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1027,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1027,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1028,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1028,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1029,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1029,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1030,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1030,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1031,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1031,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1032,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1032,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1033,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1033,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1034,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1034,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1035,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1035,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1036,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1036,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1037,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1037,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1038,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1038,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1039,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1039,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1040,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1040,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1041,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1041,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1042,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1042,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1043,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1043,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1044,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1044,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1045,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1045,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1046,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1046,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1047,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1047,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1048,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1048,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1049,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1049,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1050,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1050,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1051,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1051,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1052,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1052,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1053,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1053,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1054,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1054,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1055,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1055,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1056,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1056,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1057,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1057,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1058,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1058,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1059,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1059,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1060,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1060,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1061,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1061,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1062,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1062,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1063,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1063,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1064,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1064,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1065,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1065,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1066,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1066,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1067,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1067,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1068,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1068,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1069,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1069,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1070,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1070,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1071,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1071,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1072,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1072,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1073,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1073,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1074,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1074,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1075,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1075,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1076,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1076,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1077,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1077,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1078,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1078,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1079,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1079,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1080,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1080,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1081,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1081,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1082,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1082,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1083,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1083,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1084,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1084,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1085,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1085,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1086,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1086,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1087,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1087,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1088,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1088,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1089,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1089,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1090,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1090,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1091,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1091,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1092,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1092,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1093,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1093,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1094,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1094,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1095,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1095,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1096,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1096,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1097,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1097,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1098,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1098,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1099,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1099,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1100,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1100,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1101,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1101,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1102,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1102,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1103,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1103,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1104,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1104,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1105,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1105,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1106,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1106,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1107,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1107,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1108,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1108,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1109,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1109,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1110,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1110,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1111,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1111,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1112,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1112,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1113,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1113,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1114,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1114,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1115,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1115,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1116,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1116,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1117,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1117,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1118,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1118,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1119,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1119,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1120,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1120,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1121,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1121,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1122,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1122,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1123,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1123,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1124,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1124,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1125,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1125,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1126,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1126,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1127,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1127,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1128,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1128,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1129,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1129,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1130,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1130,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1131,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1131,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1132,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1132,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1133,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1133,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1134,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1134,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1135,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1135,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1136,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1136,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1137,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1137,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1138,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1138,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1139,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1139,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1140,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1140,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1141,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1141,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1142,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1142,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1143,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1143,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1144,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1144,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1145,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1145,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1146,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1146,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1147,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1147,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1148,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1148,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1149,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1149,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1150,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1150,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1151,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1151,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1152,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1152,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1153,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1153,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1154,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1154,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1155,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1155,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1156,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1156,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1157,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1157,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1158,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1158,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1159,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1159,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1160,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1160,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1161,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1161,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1162,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1162,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1163,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1163,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1164,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1164,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1165,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1165,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1166,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1166,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1167,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1167,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1168,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1168,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1169,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1169,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1170,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1170,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1171,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1171,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1172,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1172,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1173,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1173,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1174,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1174,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1175,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1175,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1176,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1176,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1177,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1177,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1178,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1178,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1179,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1179,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1180,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1180,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1181,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1181,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1182,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1182,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1183,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1183,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1184,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1184,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1185,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1185,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1186,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1186,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1187,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1187,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1188,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1188,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1189,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1189,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1190,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1190,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1191,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1191,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1192,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1192,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1193,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1193,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1194,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1194,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1195,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1195,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1196,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1196,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1197,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1197,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1198,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1198,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1199,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1199,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1200,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1200,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1201,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1201,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1202,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1202,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1203,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1203,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1204,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1204,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1205,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1205,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1206,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1206,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1207,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1207,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1208,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1208,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1209,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1209,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1210,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1210,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1211,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1211,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1212,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1212,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1213,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1213,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1214,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1214,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1215,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1215,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1216,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1216,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
1217,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1217,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1218,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1218,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1219,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1219,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1220,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
1220,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1221,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1221,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
1222,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1222,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1223,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1223,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1224,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
1224,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
1225,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
