Timestep,Traffic_Light_ID,State,Phase_Duration,Traffic_Light_1_2,Traffic_Light_3_4,Zebra_Crossing_Light
2938,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2938,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2939,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2939,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2940,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2940,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2941,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2941,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2942,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2942,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2943,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2943,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2944,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2944,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2945,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2945,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2946,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2946,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2947,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2947,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2948,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2948,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2949,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2949,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2950,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2950,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2951,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2951,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2952,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2952,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2953,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2953,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2954,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2954,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2955,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2955,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2956,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2956,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2957,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2957,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2958,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2958,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2959,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2959,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2960,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2960,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2961,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2961,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2962,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2962,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2963,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2963,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2964,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2964,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2965,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2965,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2966,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2966,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2967,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2967,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2968,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2968,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2969,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2969,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2970,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2970,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2971,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2971,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2972,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2972,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2973,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2973,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2974,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2974,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2975,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2975,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2976,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2976,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2977,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2977,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2978,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2978,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2979,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2979,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2980,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2980,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2981,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2981,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2982,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2982,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2983,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2983,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2984,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2984,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2985,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2985,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2986,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2986,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2987,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2987,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2988,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2988,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2989,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2989,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2990,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2990,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2991,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2991,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2992,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2992,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2993,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2993,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2994,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2994,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2995,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2995,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2996,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2996,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2997,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2997,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2998,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2998,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2999,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2999,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3000,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3000,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3001,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3001,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3002,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3002,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3003,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3003,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3004,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3004,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3005,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3005,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3006,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3006,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3007,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3007,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3008,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3008,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3009,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3009,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3010,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3010,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3011,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3011,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3012,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3012,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3013,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3013,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3014,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3014,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3015,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3015,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3016,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3016,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3017,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3017,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3018,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3018,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3019,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3019,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3020,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3020,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3021,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3021,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3022,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3022,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3023,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3023,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3024,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3024,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3025,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3025,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3026,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3026,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3027,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3027,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3028,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3028,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3029,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3029,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3030,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3030,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3031,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3031,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3032,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3032,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3033,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3033,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3034,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3034,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3035,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3035,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3036,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3036,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3037,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3037,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3038,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3038,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3039,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3039,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3040,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3040,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3041,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3041,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3042,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3042,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3043,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3043,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3044,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3044,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3045,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3045,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3046,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3046,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3047,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3047,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3048,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3048,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3049,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3049,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3050,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3050,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3051,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3051,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3052,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3052,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3053,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3053,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3054,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3054,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3055,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3055,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3056,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3056,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3057,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3057,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3058,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3058,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3059,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3059,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3060,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3060,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3061,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3061,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3062,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3062,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3063,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3063,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3064,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3064,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3065,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3065,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3066,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3066,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3067,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3067,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3068,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3068,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3069,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3069,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3070,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3070,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3071,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3071,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3072,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3072,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3073,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3073,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3074,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3074,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3075,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3075,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3076,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3076,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3077,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3077,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3078,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3078,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3079,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3079,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3080,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3080,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3081,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3081,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3082,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3082,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3083,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3083,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3084,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3084,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3085,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3085,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3086,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3086,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3087,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3087,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3088,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3088,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3089,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3089,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3090,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3090,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3091,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3091,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3092,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3092,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3093,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3093,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3094,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3094,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3095,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3095,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3096,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3096,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3097,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3097,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3098,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3098,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3099,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3099,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3100,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3100,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3101,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3101,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3102,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3102,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3103,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3103,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3104,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3104,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3105,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3105,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3106,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3106,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3107,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3107,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3108,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3108,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3109,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3109,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3110,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3110,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3111,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3111,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3112,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3112,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3113,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3113,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3114,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3114,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3115,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3115,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3116,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3116,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3117,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3117,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3118,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3118,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3119,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3119,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3120,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3120,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3121,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3121,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3122,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3122,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3123,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3123,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3124,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3124,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3125,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3125,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3126,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3126,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3127,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3127,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
3128,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3128,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3129,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3129,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3130,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
3130,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3131,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3131,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3132,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3132,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3133,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
3133,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
3134,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3134,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3135,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3135,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3136,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3136,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
3137,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3137,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3138,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
3138,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3139,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3139,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
3140,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
3140,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
