Vehicle_ID,Depart_Time,Arrival_Time,Duration,Waiting_Time,Time_Loss,Distance_Traveled
veh99.3,875.0,1084.0,209.0,14.0,62.61,1707.52
veh40.9,760.0,1085.0,325.0,146.0,237.76,1378.07
veh116.4,1021.0,1085.0,64.0,0.0,16.97,496.67
veh103.1,902.0,1088.0,186.0,17.0,72.26,1714.52
veh116.5,1024.0,1088.0,64.0,0.0,19.3,496.67
veh95.2,840.0,1089.0,249.0,5.0,69.0,1818.94
veh99.4,878.0,1089.0,211.0,14.0,74.85,1707.52
veh111.6,980.0,1090.0,110.0,3.0,27.49,1275.89
veh99.6,884.0,1091.0,207.0,12.0,94.09,1707.52
veh103.2,903.0,1091.0,188.0,20.0,103.5,1714.52
veh116.6,1028.0,1091.0,63.0,0.0,15.61,496.67
veh111.7,982.0,1092.0,110.0,2.0,40.53,1275.89
veh116.7,1031.0,1094.0,63.0,0.0,16.0,496.67
veh92.6,823.0,1096.0,273.0,10.0,76.75,2154.34
veh116.8,1033.0,1096.0,63.0,0.0,21.02,496.67
veh81.9,757.0,1098.0,341.0,195.0,263.18,894.44
veh111.8,985.0,1098.0,113.0,2.0,49.05,1275.89
veh121,1059.0,1099.0,40.0,0.0,13.78,535.38
veh99.5,881.0,1100.0,219.0,13.0,89.98,1707.52
veh116.9,1036.0,1100.0,64.0,0.0,14.39,496.67
veh111.9,987.0,1101.0,114.0,2.0,58.98,1275.89
veh99.7,887.0,1104.0,217.0,17.0,96.27,1707.52
veh121.1,1062.0,1104.0,42.0,0.0,10.95,535.38
veh103.3,904.0,1105.0,201.0,13.0,101.81,1714.52
veh107,936.0,1105.0,169.0,0.0,53.09,1901.79
veh103.4,906.0,1107.0,201.0,12.0,100.44,1714.52
veh121.2,1065.0,1108.0,43.0,0.0,9.42,535.38
veh121.3,1068.0,1109.0,41.0,0.0,15.37,535.38
veh107.1,939.0,1110.0,171.0,0.0,47.3,1901.79
veh89.7,786.0,1111.0,325.0,189.0,250.08,906.52
veh103.5,908.0,1111.0,203.0,9.0,110.73,1714.52
veh121.4,1071.0,1111.0,40.0,0.0,8.63,535.38
veh109,954.0,1112.0,158.0,13.0,52.59,1306.21
veh89.8,787.0,1113.0,326.0,183.0,261.48,906.52
veh103.6,911.0,1113.0,202.0,11.0,97.77,1714.52
veh107.2,942.0,1113.0,171.0,0.0,60.36,1926.3
veh89.9,789.0,1115.0,326.0,177.0,265.46,906.52
veh121.5,1074.0,1115.0,41.0,0.0,8.01,535.38
veh103.7,913.0,1116.0,203.0,10.0,121.15,1714.52
veh121.6,1077.0,1117.0,40.0,0.0,16.25,535.38
veh103.8,915.0,1119.0,204.0,5.0,101.23,1714.52
veh103.9,917.0,1122.0,205.0,4.0,106.21,1714.52
veh121.7,1080.0,1124.0,44.0,0.0,8.03,535.38
veh121.8,1083.0,1126.0,43.0,0.0,14.24,535.38
veh121.9,1086.0,1127.0,41.0,0.0,9.83,535.38
veh67.3,605.0,1128.0,523.0,403.0,453.95,1203.26
veh122.1,1067.0,1142.0,75.0,4.0,32.58,1024.47
veh122,1067.0,1146.0,79.0,3.0,33.42,1024.47
veh120,1059.0,1148.0,89.0,0.0,16.98,881.46
veh122.3,1068.0,1149.0,81.0,3.0,37.35,1024.47
veh120.1,1062.0,1150.0,88.0,0.0,37.47,881.46
veh117,1024.0,1151.0,127.0,0.0,61.23,1671.31
veh122.2,1068.0,1151.0,83.0,3.0,41.34,1024.47
veh120.2,1065.0,1152.0,87.0,0.0,29.96,881.46
veh98.7,879.0,1155.0,276.0,157.0,223.27,743.92
veh120.3,1068.0,1156.0,88.0,0.0,29.31,881.46
veh98.8,882.0,1157.0,275.0,156.0,213.22,743.92
veh117.1,1027.0,1157.0,130.0,1.0,50.69,1671.31
veh122.4,1069.0,1158.0,89.0,8.0,39.52,1019.89
veh98.9,885.0,1159.0,274.0,153.0,224.74,743.92
veh120.4,1071.0,1159.0,88.0,0.0,24.33,881.46
veh127,1111.0,1162.0,51.0,0.0,15.74,697.0
veh117.2,1030.0,1164.0,134.0,0.0,48.81,1671.31
veh122.5,1069.0,1166.0,97.0,8.0,43.43,1024.47
veh106.1,931.0,1168.0,237.0,12.0,88.61,1501.66
veh122.6,1070.0,1168.0,98.0,6.0,50.07,1024.47
veh124,1097.0,1168.0,71.0,0.0,15.04,750.2
veh127.1,1114.0,1168.0,54.0,0.0,16.05,697.0
veh127.2,1117.0,1171.0,54.0,0.0,19.68,697.0
veh107.3,945.0,1174.0,229.0,40.0,114.51,1926.3
veh117.3,1033.0,1174.0,141.0,0.0,45.14,1671.31
veh127.3,1120.0,1174.0,54.0,0.0,16.48,697.0
veh107.4,948.0,1176.0,228.0,36.0,124.75,1926.3
veh124.1,1100.0,1177.0,77.0,0.0,16.82,750.2
veh122.7,1070.0,1178.0,108.0,14.0,55.4,1019.89
veh127.4,1123.0,1179.0,56.0,0.0,13.04,697.0
veh117.4,1036.0,1180.0,144.0,1.0,67.56,1671.31
veh124.2,1103.0,1181.0,78.0,0.0,16.98,750.2
veh127.5,1126.0,1181.0,55.0,0.0,17.68,697.0
veh107.5,951.0,1182.0,231.0,31.0,103.56,1901.79
veh117.5,1039.0,1182.0,143.0,0.0,66.08,1671.31
veh122.8,1071.0,1183.0,112.0,13.0,64.44,1024.47
veh107.6,954.0,1184.0,230.0,30.0,111.89,1901.79
veh124.3,1106.0,1185.0,79.0,0.0,16.74,750.2
veh127.6,1129.0,1185.0,56.0,0.0,17.35,697.0
veh117.6,1042.0,1186.0,144.0,4.0,56.39,1671.31
veh122.9,1071.0,1186.0,115.0,11.0,67.09,1024.47
veh127.7,1132.0,1186.0,54.0,0.0,20.17,697.0
veh120.5,1091.0,1188.0,97.0,0.0,38.36,881.46
veh106,928.0,1189.0,261.0,91.0,145.75,1350.28
veh112,980.0,1191.0,211.0,39.0,82.58,1776.29
veh124.4,1111.0,1191.0,80.0,0.0,19.51,750.2
veh127.8,1135.0,1191.0,56.0,0.0,18.02,697.0
veh124.5,1114.0,1194.0,80.0,0.0,22.45,750.2
veh127.9,1138.0,1195.0,57.0,0.0,20.7,697.0
veh120.6,1094.0,1197.0,103.0,0.0,40.03,881.46
veh117.7,1045.0,1198.0,153.0,1.0,58.92,1671.31
veh124.6,1119.0,1200.0,81.0,0.0,17.76,750.2
veh117.8,1048.0,1201.0,153.0,2.0,71.63,1671.31
veh112.1,981.0,1202.0,221.0,30.0,86.27,1776.29
veh120.7,1097.0,1202.0,105.0,1.0,39.57,881.46
veh124.7,1125.0,1204.0,79.0,0.0,31.85,750.2
veh112.2,982.0,1206.0,224.0,29.0,88.21,1776.29
veh124.8,1128.0,1206.0,78.0,0.0,28.48,750.2
veh117.9,1051.0,1208.0,157.0,5.0,70.82,1671.31
veh67.4,608.0,1209.0,601.0,469.0,526.01,1203.26
veh120.8,1100.0,1210.0,110.0,0.0,48.8,881.46
veh124.9,1133.0,1213.0,80.0,0.0,23.18,750.2
veh107.7,957.0,1214.0,257.0,49.0,141.59,1926.3
veh107.8,960.0,1216.0,256.0,45.0,158.59,1926.3
veh112.3,983.0,1216.0,233.0,21.0,78.3,1776.29
veh120.9,1103.0,1216.0,113.0,0.0,58.72,881.46
veh129,1129.0,1216.0,87.0,0.0,10.7,728.14
veh112.4,985.0,1218.0,233.0,18.0,117.0,1776.29
veh129.1,1132.0,1218.0,86.0,0.0,20.51,728.14
veh108,945.0,1220.0,275.0,123.0,200.07,984.36
veh129.2,1135.0,1220.0,85.0,0.0,13.91,728.14
veh109.1,960.0,1221.0,261.0,82.0,125.85,1306.21
veh108.1,949.0,1222.0,273.0,124.0,204.06,984.36
veh129.3,1138.0,1222.0,84.0,0.0,28.81,728.14
veh108.6,1004.0,1224.0,220.0,64.0,148.26,984.36
veh105.2,925.0,1225.0,300.0,168.0,191.96,1638.91
veh129.4,1141.0,1225.0,84.0,0.0,17.12,728.14
veh108.8,1017.0,1226.0,209.0,56.0,126.11,984.36
veh112.5,988.0,1226.0,238.0,15.0,94.23,1776.29
veh129.5,1144.0,1227.0,83.0,0.0,23.82,728.14
veh108.9,1022.0,1228.0,206.0,53.0,123.11,984.36
veh112.6,991.0,1228.0,237.0,12.0,115.31,1776.29
veh129.6,1147.0,1229.0,82.0,0.0,22.63,728.14
veh105.3,928.0,1230.0,302.0,163.0,189.22,1638.91
veh114,997.0,1231.0,234.0,0.0,71.24,1961.6
veh112.7,993.0,1233.0,240.0,9.0,109.77,1776.29
veh114.1,1000.0,1233.0,233.0,3.0,93.38,1961.6
veh105.4,931.0,1234.0,303.0,161.0,188.35,1638.91
veh133,1164.0,1235.0,71.0,0.0,16.24,729.48
veh95.3,845.0,1236.0,391.0,76.0,189.66,1818.94
veh129.7,1150.0,1236.0,86.0,0.0,9.99,728.14
veh105.7,940.0,1237.0,297.0,152.0,205.68,1638.91
veh107.9,963.0,1238.0,275.0,60.0,159.31,1926.3
veh129.8,1153.0,1238.0,85.0,0.0,21.96,728.14
veh95.4,851.0,1240.0,389.0,75.0,208.14,1818.94
veh114.2,1003.0,1240.0,237.0,1.0,72.59,1961.6
veh129.9,1156.0,1240.0,84.0,0.0,15.93,728.14
veh133.1,1167.0,1241.0,74.0,0.0,15.22,729.48
veh108.2,953.0,1242.0,289.0,140.0,207.33,959.85
veh114.3,1006.0,1242.0,236.0,1.0,94.28,1961.6
veh95.5,857.0,1244.0,387.0,69.0,212.43,1818.94
veh108.3,958.0,1247.0,289.0,119.0,183.8,959.85
veh114.4,1009.0,1247.0,238.0,1.0,81.77,1961.6
veh113.4,1004.0,1248.0,244.0,11.0,69.22,1294.71
veh108.4,964.0,1249.0,285.0,114.0,194.09,959.85
veh133.2,1172.0,1249.0,77.0,0.0,15.07,729.48
veh105.5,934.0,1250.0,316.0,155.0,184.33,1638.91
veh108.5,970.0,1251.0,281.0,113.0,191.41,959.85
veh133.3,1176.0,1251.0,75.0,0.0,19.88,729.48
veh105.6,937.0,1252.0,315.0,154.0,220.26,1638.91
veh105.8,943.0,1253.0,310.0,155.0,209.97,1638.91
veh108.7,1010.0,1253.0,243.0,86.0,159.38,959.85
veh133.4,1181.0,1253.0,72.0,0.0,23.87,729.48
veh105.9,946.0,1255.0,309.0,154.0,209.29,1638.91
veh112.8,995.0,1255.0,260.0,20.0,115.74,1776.29
veh99.8,890.0,1256.0,366.0,148.0,244.38,1707.52
veh133.5,1184.0,1256.0,72.0,0.0,19.12,729.48
veh133.6,1187.0,1258.0,71.0,0.0,18.91,729.48
veh112.9,998.0,1267.0,269.0,30.0,138.24,1776.29
veh114.5,1012.0,1268.0,256.0,2.0,68.04,1961.6
veh133.7,1191.0,1268.0,77.0,0.0,14.82,729.48
veh118,1032.0,1269.0,237.0,33.0,122.56,1673.29
veh133.8,1194.0,1269.0,75.0,0.0,20.45,729.48
veh114.6,1015.0,1270.0,255.0,2.0,110.95,1961.6
veh114.7,1018.0,1271.0,253.0,1.0,98.72,1961.6
veh133.9,1197.0,1271.0,74.0,0.0,21.58,729.48
veh114.8,1021.0,1273.0,252.0,0.0,107.33,1961.6
veh114.9,1024.0,1276.0,252.0,6.0,110.43,1961.6
veh123,1076.0,1277.0,201.0,68.0,101.26,1553.51
veh95.6,862.0,1281.0,419.0,98.0,268.38,1818.94
veh106.8,952.0,1281.0,329.0,110.0,191.39,1501.66
veh118.1,1035.0,1286.0,251.0,69.0,131.58,1673.29
veh67.5,611.0,1287.0,676.0,533.0,597.68,1203.26
veh104,910.0,1288.0,378.0,138.0,261.8,1420.86
veh66.9,613.0,1289.0,676.0,528.0,599.81,1107.06
veh109.2,963.0,1292.0,329.0,146.0,198.85,1306.21
veh109.3,967.0,1295.0,328.0,154.0,221.43,1306.21
veh131,1146.0,1295.0,149.0,21.0,68.19,1106.62
veh131.1,1150.0,1297.0,147.0,19.0,65.43,1106.62
veh80,700.0,1298.0,598.0,255.0,423.15,2684.16
veh67.6,614.0,1299.0,685.0,530.0,612.25,1203.26
veh131.2,1153.0,1300.0,147.0,15.0,63.83,1106.62
veh140,1226.0,1302.0,76.0,0.0,15.4,735.08
veh131.5,1163.0,1303.0,140.0,0.0,41.58,1095.38
veh131.3,1157.0,1305.0,148.0,16.0,64.02,1106.62
veh110,963.0,1307.0,344.0,91.0,221.54,2091.09
veh67.8,620.0,1308.0,688.0,517.0,604.15,1203.26
veh131.4,1160.0,1308.0,148.0,14.0,85.69,1106.62
veh83.2,732.0,1309.0,577.0,478.0,511.54,1073.8
veh67.7,617.0,1310.0,693.0,531.0,614.04,1203.26
veh80.1,701.0,1310.0,609.0,242.0,443.72,2684.16
veh118.2,1038.0,1310.0,272.0,77.0,153.18,1673.29
veh131.6,1167.0,1310.0,143.0,4.0,67.92,1106.62
veh132,1159.0,1310.0,151.0,2.0,32.41,1483.04
veh80.2,702.0,1312.0,610.0,247.0,445.64,2684.16
veh67.9,623.0,1313.0,690.0,515.0,616.36,1203.26
veh83.3,735.0,1314.0,579.0,475.0,509.63,1073.8
veh80.4,706.0,1315.0,609.0,232.0,439.31,2684.16
veh77.1,677.0,1317.0,640.0,472.0,523.12,1632.04
veh80.5,708.0,1317.0,609.0,233.0,456.87,2684.16
veh113.1,992.0,1318.0,326.0,151.0,204.86,1180.69
veh77,674.0,1321.0,647.0,479.0,539.14,1632.04
veh78.5,698.0,1321.0,623.0,504.0,534.25,1369.72
veh80.6,709.0,1321.0,612.0,229.0,438.62,2684.16
veh78.6,701.0,1324.0,623.0,500.0,544.57,1369.72
veh104.1,913.0,1324.0,411.0,167.0,292.25,1420.86
veh132.1,1166.0,1325.0,159.0,1.0,30.33,1483.04
veh80.9,716.0,1327.0,611.0,234.0,431.1,2684.16
veh83.4,738.0,1327.0,589.0,476.0,514.62,1073.8
veh113,989.0,1327.0,338.0,150.0,196.63,1180.69
veh78.7,704.0,1328.0,624.0,499.0,532.9,1369.72
veh113.2,995.0,1329.0,334.0,149.0,206.61,1180.69
veh78.8,707.0,1330.0,623.0,498.0,545.88,1369.72
veh83,726.0,1330.0,604.0,479.0,536.41,1073.8
veh77.2,680.0,1331.0,651.0,480.0,541.46,1632.04
veh113.3,998.0,1331.0,333.0,145.0,208.34,1180.69
veh83.1,729.0,1332.0,603.0,474.0,535.36,1073.8
veh138,1207.0,1332.0,125.0,0.0,34.56,1464.87
veh83.5,741.0,1334.0,593.0,481.0,533.15,1073.8
veh99.9,893.0,1334.0,441.0,204.0,316.74,1707.52
veh132.2,1169.0,1335.0,166.0,1.0,30.7,1483.04
veh77.4,686.0,1336.0,650.0,473.0,530.98,1632.04
veh140.1,1229.0,1337.0,108.0,16.0,35.62,735.08
veh77.3,683.0,1339.0,656.0,480.0,544.51,1632.04
veh78.9,710.0,1339.0,629.0,486.0,547.23,1369.72
veh104.2,916.0,1341.0,425.0,177.0,327.61,1420.86
veh140.2,1233.0,1341.0,108.0,12.0,33.85,735.08
veh142,1242.0,1342.0,100.0,3.0,31.37,745.75
veh77.5,689.0,1343.0,654.0,481.0,555.33,1632.04
veh77.9,701.0,1345.0,644.0,483.0,542.87,1632.04
veh140.3,1236.0,1345.0,109.0,11.0,50.82,735.08
veh83.6,744.0,1346.0,602.0,483.0,532.17,1073.8
veh144,1260.0,1346.0,86.0,7.0,22.79,675.92
veh123.1,1079.0,1348.0,269.0,127.0,170.18,1553.51
veh77.6,692.0,1349.0,657.0,485.0,554.82,1632.04
veh83.7,747.0,1349.0,602.0,482.0,531.19,1073.8
veh144.1,1263.0,1349.0,86.0,6.0,32.41,675.92
veh140.4,1239.0,1350.0,111.0,10.0,41.41,735.08
veh83.8,750.0,1351.0,601.0,481.0,533.47,1073.8
veh144.2,1266.0,1353.0,87.0,0.0,16.06,675.92
veh77.7,695.0,1354.0,659.0,480.0,532.31,1632.04
veh96.1,843.0,1354.0,511.0,286.0,408.87,1879.08
veh130,1137.0,1354.0,217.0,33.0,89.64,1592.72
veh140.5,1242.0,1354.0,112.0,13.0,45.68,735.08
veh131.7,1171.0,1355.0,184.0,53.0,91.82,1095.38
veh144.3,1270.0,1355.0,85.0,0.0,15.37,675.92
veh132.3,1178.0,1356.0,178.0,0.0,28.72,1483.04
veh77.8,698.0,1358.0,660.0,485.0,547.77,1632.04
veh132.4,1184.0,1358.0,174.0,0.0,46.57,1483.04
veh144.4,1273.0,1358.0,85.0,0.0,27.99,675.92
veh140.6,1246.0,1359.0,113.0,13.0,47.52,735.08
veh142.1,1244.0,1361.0,117.0,3.0,30.0,745.75
veh144.5,1276.0,1361.0,85.0,0.0,24.58,675.92
veh130.1,1140.0,1363.0,223.0,32.0,82.57,1592.72
veh144.6,1279.0,1363.0,84.0,0.0,25.43,675.92
veh130.2,1143.0,1364.0,221.0,35.0,108.78,1592.72
veh140.7,1249.0,1364.0,115.0,1.0,32.37,735.08
veh149,1304.0,1364.0,60.0,0.0,15.56,800.37
veh142.2,1247.0,1366.0,119.0,1.0,47.14,745.75
veh144.7,1282.0,1366.0,84.0,0.0,29.53,675.92
veh130.3,1146.0,1367.0,221.0,35.0,110.02,1592.72
veh149.1,1307.0,1368.0,61.0,0.0,16.7,800.37
veh140.8,1252.0,1369.0,117.0,4.0,61.94,735.08
veh149.2,1310.0,1370.0,60.0,0.0,21.0,800.37
veh140.9,1255.0,1373.0,118.0,2.0,53.17,735.08
veh149.3,1313.0,1373.0,60.0,0.0,20.03,800.37
veh142.3,1251.0,1376.0,125.0,11.0,42.04,745.75
veh118.3,1047.0,1378.0,331.0,118.0,197.5,1673.29
veh110.1,966.0,1379.0,413.0,133.0,290.74,2091.09
veh149.4,1316.0,1379.0,63.0,0.0,17.74,800.37
veh95.7,869.0,1380.0,511.0,188.0,340.55,1818.94
veh142.4,1254.0,1380.0,126.0,10.0,53.87,745.75
veh110.2,969.0,1381.0,412.0,131.0,298.58,2091.09
veh141,1234.0,1381.0,147.0,36.0,71.68,970.09
veh149.5,1320.0,1381.0,61.0,0.0,18.88,800.37
veh110.4,975.0,1382.0,407.0,116.0,280.95,2091.09
veh95.8,874.0,1384.0,510.0,183.0,342.47,1818.94
veh110.5,978.0,1384.0,406.0,117.0,297.59,2091.09
veh141.1,1237.0,1384.0,147.0,34.0,72.75,970.09
veh149.6,1323.0,1384.0,61.0,0.0,18.26,800.37
veh132.5,1197.0,1385.0,188.0,7.0,60.84,1483.04
veh110.6,981.0,1386.0,405.0,108.0,277.75,2091.09
veh130.4,1149.0,1386.0,237.0,29.0,104.56,1592.72
veh142.5,1257.0,1386.0,129.0,10.0,56.31,745.75
veh148,1295.0,1386.0,91.0,0.0,27.17,1171.84
veh149.7,1326.0,1387.0,61.0,0.0,20.69,800.37
veh95.9,881.0,1388.0,507.0,174.0,325.27,1818.94
veh138.1,1208.0,1388.0,180.0,51.0,95.85,1464.87
veh148.1,1296.0,1388.0,92.0,0.0,31.39,1171.84
veh141.2,1240.0,1391.0,151.0,35.0,66.84,970.09
veh149.8,1329.0,1391.0,62.0,0.0,22.35,800.37
veh148.2,1297.0,1392.0,95.0,0.0,37.45,1171.84
veh110.8,987.0,1394.0,407.0,97.0,273.89,2091.09
veh141.3,1243.0,1394.0,151.0,29.0,66.16,970.09
veh130.5,1152.0,1395.0,243.0,27.0,98.72,1592.72
veh149.9,1332.0,1395.0,63.0,0.0,19.49,800.37
veh110.9,990.0,1396.0,406.0,103.0,280.17,2091.09
veh148.3,1301.0,1396.0,95.0,0.0,36.66,1171.84
veh85.9,801.0,1397.0,596.0,393.0,490.25,1362.93
veh141.4,1246.0,1397.0,151.0,25.0,75.17,970.09
veh130.6,1155.0,1398.0,243.0,26.0,115.1,1592.72
veh138.2,1209.0,1399.0,190.0,41.0,81.82,1464.87
veh141.5,1249.0,1399.0,150.0,26.0,73.08,970.09
veh145.2,1275.0,1399.0,124.0,5.0,39.08,1171.36
veh144.8,1285.0,1400.0,115.0,31.0,59.52,675.92
veh148.4,1303.0,1400.0,97.0,0.0,38.4,1171.84
veh151,1321.0,1400.0,79.0,0.0,24.55,1251.59
veh110.3,972.0,1401.0,429.0,158.0,292.38,2066.58
veh138.3,1211.0,1401.0,190.0,38.0,109.48,1464.87
veh137,1199.0,1402.0,203.0,35.0,76.56,1608.34
veh141.6,1252.0,1402.0,150.0,31.0,74.71,970.09
veh138.4,1213.0,1403.0,190.0,36.0,108.28,1464.87
veh148.5,1307.0,1403.0,96.0,0.0,42.28,1171.84
veh151.1,1324.0,1403.0,79.0,0.0,24.82,1251.59
veh132.6,1207.0,1404.0,197.0,8.0,83.43,1483.04
veh141.7,1255.0,1404.0,149.0,30.0,83.36,970.09
veh138.5,1215.0,1405.0,190.0,34.0,97.82,1464.87
veh144.9,1288.0,1406.0,118.0,19.0,34.93,675.92
veh138.6,1217.0,1407.0,190.0,31.0,107.61,1464.87
veh151.2,1327.0,1407.0,80.0,0.0,18.92,1251.59
veh132.7,1210.0,1408.0,198.0,6.0,83.72,1483.04
veh141.8,1258.0,1408.0,150.0,27.0,81.61,970.09
veh145,1269.0,1408.0,139.0,11.0,43.42,1171.36
veh138.7,1219.0,1409.0,190.0,28.0,109.3,1464.87
veh145.1,1272.0,1409.0,137.0,8.0,65.38,1171.36
veh110.7,984.0,1410.0,426.0,138.0,289.74,2066.58
veh151.3,1330.0,1410.0,80.0,0.0,20.99,1251.59
veh141.9,1261.0,1411.0,150.0,23.0,67.84,970.09
veh125.3,1103.0,1412.0,309.0,37.0,152.13,2034.75
veh138.8,1221.0,1412.0,191.0,24.0,105.41,1464.87
veh151.4,1333.0,1412.0,79.0,0.0,25.86,1251.59
veh139,1216.0,1414.0,198.0,1.0,94.69,1675.6
veh145.3,1278.0,1414.0,136.0,6.0,41.0,1171.36
veh147,1286.0,1414.0,128.0,23.0,54.41,1144.82
veh151.5,1336.0,1415.0,79.0,0.0,27.16,1251.59
veh131.8,1175.0,1416.0,241.0,108.0,165.2,1106.62
veh138.9,1223.0,1416.0,193.0,22.0,106.62,1464.87
veh145.4,1281.0,1416.0,135.0,5.0,54.03,1171.36
veh147.1,1289.0,1416.0,127.0,19.0,57.05,1144.82
veh145.5,1284.0,1417.0,133.0,4.0,67.19,1171.36
veh132.8,1213.0,1418.0,205.0,7.0,73.27,1483.04
veh147.2,1292.0,1418.0,126.0,18.0,58.12,1144.82
veh118.4,1050.0,1420.0,370.0,141.0,223.64,1673.29
veh118.6,1058.0,1421.0,363.0,137.0,254.07,1673.29
veh142.6,1260.0,1421.0,161.0,42.0,86.38,745.75
veh145.6,1287.0,1421.0,134.0,4.0,51.71,1171.36
veh151.6,1339.0,1421.0,82.0,0.0,17.35,1251.59
veh118.5,1053.0,1423.0,370.0,148.0,255.07,1673.29
veh139.1,1219.0,1424.0,205.0,7.0,101.74,1675.6
veh147.3,1295.0,1424.0,129.0,12.0,46.55,1144.82
veh151.7,1342.0,1424.0,82.0,0.0,19.53,1251.59
veh147.4,1298.0,1426.0,128.0,12.0,57.2,1144.82
veh142.7,1263.0,1427.0,164.0,41.0,86.96,745.75
veh83.9,753.0,1428.0,675.0,558.0,611.11,1073.8
veh134.1,1172.0,1428.0,256.0,117.0,152.64,1356.82
veh139.2,1222.0,1428.0,206.0,3.0,94.92,1675.6
veh131.9,1178.0,1430.0,252.0,118.0,182.0,1106.62
veh147.5,1301.0,1430.0,129.0,8.0,43.09,1144.82
veh151.8,1345.0,1430.0,85.0,0.0,17.61,1251.59
veh147.6,1304.0,1432.0,128.0,6.0,54.08,1144.82
veh151.9,1348.0,1432.0,84.0,0.0,24.82,1251.59
veh134,1172.0,1433.0,261.0,116.0,147.98,1367.14
veh132.9,1216.0,1434.0,218.0,5.0,62.86,1483.04
veh147.7,1307.0,1435.0,128.0,3.0,43.08,1144.82
veh126,1102.0,1436.0,334.0,228.0,278.65,814.23
veh142.8,1266.0,1436.0,170.0,39.0,80.77,745.75
veh148.6,1309.0,1436.0,127.0,28.0,55.38,1171.84
veh126.1,1105.0,1437.0,332.0,223.0,276.93,814.23
veh130.7,1158.0,1437.0,279.0,64.0,158.99,1592.72
veh147.8,1310.0,1437.0,127.0,1.0,52.63,1144.82
veh80.3,704.0,1438.0,734.0,328.0,552.57,2659.65
veh139.3,1225.0,1438.0,213.0,8.0,110.76,1675.6
veh137.1,1202.0,1439.0,237.0,60.0,116.1,1608.34
veh148.7,1311.0,1439.0,128.0,26.0,61.96,1171.84
veh142.9,1269.0,1440.0,171.0,36.0,96.24,745.75
veh80.7,711.0,1441.0,730.0,325.0,550.75,2659.65
veh137.2,1205.0,1441.0,236.0,51.0,133.21,1608.34
veh147.9,1315.0,1441.0,126.0,0.0,50.7,1144.82
veh148.8,1314.0,1441.0,127.0,26.0,78.51,1171.84
veh115,1006.0,1442.0,436.0,75.0,244.98,2728.28
veh145.7,1290.0,1442.0,152.0,37.0,72.85,1171.36
veh80.8,714.0,1444.0,730.0,341.0,547.46,2659.65
veh130.8,1161.0,1445.0,284.0,65.0,172.37,1592.72
veh145.8,1293.0,1445.0,152.0,41.0,72.54,1171.36
veh139.4,1228.0,1446.0,218.0,10.0,107.05,1675.6
veh145.9,1296.0,1448.0,152.0,38.0,74.27,1171.36
veh139.5,1231.0,1449.0,218.0,9.0,119.32,1675.6
veh139.6,1234.0,1455.0,221.0,11.0,111.51,1675.6
veh104.3,919.0,1458.0,539.0,280.0,401.49,1420.86
veh130.9,1165.0,1461.0,296.0,63.0,157.44,1592.72
veh139.7,1237.0,1465.0,228.0,8.0,107.44,1675.6
veh115.2,1012.0,1466.0,454.0,114.0,279.74,2752.79
veh139.8,1240.0,1470.0,230.0,4.0,104.27,1675.6
veh150,1312.0,1470.0,158.0,19.0,70.01,1245.74
veh126.2,1108.0,1471.0,363.0,244.0,298.69,814.23
veh113.5,1001.0,1472.0,471.0,258.0,316.32,1180.69
veh125,1094.0,1474.0,380.0,134.0,248.23,2190.51
veh150.1,1315.0,1475.0,160.0,18.0,65.96,1245.74
veh126.3,1111.0,1476.0,365.0,250.0,310.41,814.23
veh126.4,1114.0,1479.0,365.0,249.0,301.54,814.23
veh150.2,1318.0,1482.0,164.0,13.0,68.22,1245.74
veh126.5,1117.0,1483.0,366.0,244.0,304.02,814.23
veh139.9,1243.0,1484.0,241.0,16.0,125.15,1675.6
veh150.3,1321.0,1484.0,163.0,10.0,79.38,1245.74
veh113.6,1004.0,1485.0,481.0,280.0,362.2,1180.69
veh157,1374.0,1485.0,111.0,1.0,25.66,1128.77
veh137.3,1208.0,1487.0,279.0,71.0,153.94,1608.34
veh125.1,1097.0,1488.0,391.0,134.0,262.96,2190.51
veh137.4,1211.0,1490.0,279.0,84.0,163.9,1608.34
veh157.1,1377.0,1492.0,115.0,0.0,18.05,1128.77
veh162,1417.0,1492.0,75.0,0.0,16.9,1039.08
veh123.3,1085.0,1493.0,408.0,244.0,308.28,1553.51
veh150.4,1324.0,1493.0,169.0,9.0,74.58,1245.74
veh154,1347.0,1493.0,146.0,0.0,29.37,1456.76
veh126.6,1120.0,1495.0,375.0,243.0,320.61,814.23
veh123.2,1082.0,1496.0,414.0,256.0,306.95,1553.51
veh150.5,1327.0,1496.0,169.0,8.0,77.39,1245.74
veh154.1,1350.0,1496.0,146.0,0.0,40.94,1456.76
veh123.4,1088.0,1499.0,411.0,232.0,302.0,1553.51
veh126.7,1123.0,1500.0,377.0,243.0,321.23,814.23
veh148.9,1317.0,1502.0,185.0,73.0,128.83,1171.84
veh154.2,1353.0,1502.0,149.0,0.0,30.98,1456.76
veh123.5,1091.0,1503.0,412.0,226.0,306.52,1553.51
veh126.8,1126.0,1504.0,378.0,242.0,315.13,814.23
veh150.6,1330.0,1504.0,174.0,6.0,79.89,1245.74
veh123.6,1094.0,1505.0,411.0,228.0,314.53,1553.51
veh104.4,922.0,1507.0,585.0,303.0,484.49,1420.86
veh123.7,1097.0,1507.0,410.0,227.0,310.69,1553.51
